chunk_id,text,page,paragraph,filename,path
[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf_p11_c1,"아. 주권상장(또는 등록ㆍ지정)여부 및 특례상장에 관한 사항 
 
당사는 1975년 6월 11일 유가증권시장에 기업공개를 실시하였습니다. 
  
주권상장 
(또는 등록ㆍ지정)현황 주권상장 
(또는 등록ㆍ지정)일자 특례상장 유형 
유가증권시장 상장 1975년 06월 11일 해당사항 없음",11,1,[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf,/home/duck/PycharmProjects/semantic_pdf_search/data/pdfs/[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf
[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf_p12_c1,"2. 회사의 연혁 
  
가. 회사의 본점소재지 및 그 변경  
  
당사의 본점소재지는 경기도 수원시 영통구 삼성로 129(매탄동)입니다. 
공시대상기간 중 본점소재지의 변경 사항은 없습니다. 
 
나. 경영진의 중요한 변동 
  
당사의 이사회는 주주총회에서 선임한 이사로 구성되며 회사 업무의 중요사항을 결의합니다
. 2023년말 현재 당사의 이사회는 사내이사 5인(한종희, 경계현, 노태문, 박학규,이정배)과
사외이사 6인(김한조, 김선욱, 김종훈, 김준성, 허은녕, 유명희) 등 총 11인의 이사로 구성되
어 있습니다. 
 
당사의 대표이사는 이사회에서 선임하며 각자 회사를 대표합니다. 2023년말 현재 당사의 대
표이사는 한종희 사내이사(2022년 2월 선임, 2023년 3월 재선임)와 경계현 사내이사
(2022년 3월 선임) 입니다. 
  
변동일자 주총종류 선임 임기만료 
또는 해임 신규 재선임 
2019.03.20 정기주총 사외이사 김한조 
사외이사 안규리 사외이사 박재완 사외이사 이인호 
사외이사 송광수 
2019.10.26 - - - 사내이사 이재용 
2020.03.18 정기주총 사내이사 한종희 
사내이사 최윤호 - -
2021.03.17 정기주총 -사내이사 김기남 
사내이사 김현석 
사내이사 고동진 
사외이사 박병국 
사외이사 김종훈 
(감사위원회 위원이 
되는)
사외이사 김선욱 -
2021.03.17 - -대표이사 김기남 
대표이사 김현석 
대표이사 고동진 -
2022.02.15 - 대표이사 한종희 -대표이사 김기남 (사임) 
대표이사 김현석 (사임) 
대표이사 고동진 (사임) 
2022.03.16 정기주총 사내이사 경계현 
사내이사 노태문 사외이사 김한조 -",12,1,[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf,/home/duck/PycharmProjects/semantic_pdf_search/data/pdfs/[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf
[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf_p13_c1,"사내이사 박학규 
사내이사 이정배 
사외이사 한화진 
사외이사 김준성 
2022.03.16 - 대표이사 경계현 - -
2022.11.03 임시주총 사외이사 허은녕 
사외이사 유명희 - -
2023.03.15 정기주총 - 사내이사 한종희 -
2023.03.15 - - 대표이사 한종희 -
※ 2022년 2월 15일 김기남, 김현석, 고동진 사내이사가 모두 대표이사 직에서 사임(사내이사 직은 
2022년 3월 16일 사임)하고 
   같은 날 이사회에서 한종희 사내이사가 대표이사로 선임되었습니다. 
   또한 2022년 3월 16일 주주총회에서 신규 선임된 경계현 사내이사가 당일 이사회를 통해 대표이 
사로 선임되었습니다. 
※ 2022년 상반기에 한화진 사외이사가 사임하고, 박병국 사외이사가 퇴임하여 
   2022년 11월 3일 임시주주총회에서 허은녕 사외이사, 유명희 사외이사가 신규 선임되었습니다. 
※ 2023년 3월 15일 주주총회에서 한종희 사내이사가 이사로 재선임되었고 당일 이사회를 통해 대 
표이사로 재선임되었습니다.",13,1,[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf,/home/duck/PycharmProjects/semantic_pdf_search/data/pdfs/[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf
[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf_p14_c1,"다. 최대주주의 변동 
 
2021년 4월 29일에 기존 최대주주가 소유하던 당사 주식의 상속으로 인해 최대주주가 삼성
생명보험㈜으로 변동되었습니다. 
  
☞ 최대주주 관련 자세한 사항은 'VII. 주주에 관한 사항'을 참고하시기 바랍니다. 
 
라. 상호의 변경 
 
2019년 중에는 종속기업 Samsung Electronics Greece S.A. (SEGR) 사명이 Samsung
Electronics Greece S.M.S.A (SEGR)로 변경되었습니다. 
 
2021년 중에는 종속기업 Samsung Electronics Portuguesa S.A. (SEP) 사명이 Samsung
Electronics Portuguesa, Unipessoal, Lda. (SEP)로 변경되었습니다. 
 
2023년 중에는 종속기업 Emerald Intermediate, Inc. 사명이 Samsung Display America
Holdings, Inc. (SDAH)로 변경되었습니다. 
 
☞ 당사(지배기업) 및 주요 종속기업 기준으로 작성하였습니다.  
   주요 종속기업에 대한 사항은 'XII. 상세표'의 '1. 연결대상 종속회사 현황(상세)' 
   항목을 참고하시기 바랍니다. (기준일 : 2023년 12월 31일 ) (단위 : 주, %) 
변동일 최대주주명 소유주식수 지분율 변동원인 비 고
2021.04.29 삼성생명보험 
㈜1,263,050,05 
321.16% 변동전 최대주주의 피상속 -
※ 소유주식수 및 지분율은 최대주주 및 그 특수관계인의 합산 내역이며, 
   의결권 있는 주식(기타 법률에 의해 의결권 행사가 제한된 주식도 포함) 기준입니다.",14,1,[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf,/home/duck/PycharmProjects/semantic_pdf_search/data/pdfs/[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf
[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf_p15_c1,"마. 합병 등에 관한 사항 
 
2019년 중 종속기업 Samsung Electronics Benelux B.V. (SEBN)은 Corephotonics Ltd. 지
분을 인수하였으며, 당사는 관계기업인 삼성전기㈜의 PLP(Panel Level Package) 사업을 양
수하였습니다. 또한, 종속기업 Duran Audio B.V.가 종속기업 HarmanBecker Automotive
Systems Manufacturing Kft에 합병되었으며, 종속기업 Samsung Electronics (Beijing)
Service Company Limited (SBSC)가 종속기업 Samsung (CHINA) Investment Co., Ltd.
(SCIC)에 합병되었습니다. 
 
2021년 중 종속기업 Viv Labs, Inc.는 종속기업 Samsung Research America, Inc (SRA)에
합병되었습니다. 또한, 종속기업 Prismview, LLC는 종속기업 Samsung Electronics
America, Inc. (SEA)에 합병되었습니다. 
 
2023년 중 종속기업 Samsung Display America Holdings, Inc. (SDAH)는 eMagin
Corporation 지분을 인수하였습니다. 
 
☞ 당사(지배기업) 및 주요 종속기업 기준으로 작성하였습니다.  
   주요 종속기업에 대한 사항은 'XII. 상세표'의 '1. 연결대상 종속회사 현황(상세)' 
   항목을 참고하시기 바랍니다. 
 
바. 회사의 업종 또는 주된 사업의 변화 
 
공시대상기간 중 해당사항 없습니다.",15,1,[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf,/home/duck/PycharmProjects/semantic_pdf_search/data/pdfs/[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf
[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf_p16_c1,"사. 그 밖에 경영활동과 관련된 중요한 사항의 발생내용 
  
(1) 경영활동과 관련된 중요한 사항의 발생 
  
  연도 내용
2019'갤럭시 S10 5G' 5G 스마트폰 출시 
소비자 라이프스타일 맞춤형 냉장고 '비스포크(BESPOKE)' 출시 
'엑시노스 980' 5G 모바일 프로세서 공개 
'갤럭시 폴드' 새로운 폼팩터 폴더블폰 공개 
2020'그랑데 AI' 인공지능 기반 세탁기ㆍ건조기 출시 
AIㆍ차세대 슈퍼컴퓨터용 초고속 DRAM 출시 
'갤럭시 Z 플립' 폴더블폰 공개 
세계 최대 규모 평택 반도체 2라인 가동 
2021'Neo QLED TV' 공개 
전세계 반도체 업체 최초 전 사업장 '탄소/물/폐기물 저감' 인증 
업계 최선단 14나노 EUV DDR5 D램 양산 
미국 테일러市에 신규 파운드리 라인 투자 발표 
2022비스포크 인피니트 라인 공개 
세계 최초 3나노 GAA 파운드리 양산 
차세대 반도체 R&D단지 기공식 
1Tb 8세대 V낸드 양산 
2023초고화소 기술 집약된 2억 화소 이미지센서 '아이소셀 HP2' 출시 
'갤럭시 S23' 시리즈 공개 
업계 최초  고용량 메모리 처리를 위한  'CXL 2.0 D램'  개발 
업계 최선단 12나노급 D램 양산 
체험형 플래그십 스토어 '삼성 강남' 오픈 
업계 최초  그래픽용 고성능  GDDR7 D램 개발 
'갤럭시 Z 폴드5', '갤럭시 Z 플립5' 공개 
현존 최대 용량 32Gb DDR5 D램 개발 
업계 최초  차세대 D램  LPCAMM 개발 
생성형 AI '삼성 가우스' 공개",16,1,[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf,/home/duck/PycharmProjects/semantic_pdf_search/data/pdfs/[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf
[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf_p17_c1,"(2) 조직의 변경 
 
당사는 2021년 12월 중 기존의 CE 부문과 IM 부문을 DX 부문으로 통합하였으며, 
무선사업부의 명칭을 MX(Mobile eXperience)사업부로 변경하였습니다. 또한 내부 조직체계
에 맞추어 SDC를 DS 부문과 별도로 구분하였습니다. 
  
[2021년 12월] 
변경전 변경후 
사업
조직CE 부문 
(영상디스플레이, 
생활가전, 의료기기) DX 부문 
(영상디스플레이, 
생활가전, 의료기기, 
Mobile eXperience, 네트워크) IM 부문 
(무선, 네트워크) 
DS 부문 
(메모리, System LSI, Foundry, 
디스플레이 패널 ) DS 부문 
(메모리, System LSI, Foundry) 
SDC
(디스플레이 패널 ) 
Harman 부문 Harman 
지역
총괄한국, 북미, 중남미, 구주, 
CIS, 서남아, 동남아, 중국, 
중동, 아프리카 한국, 북미, 중남미, 구주, 
CIS, 서남아, 동남아, 중국, 
중동, 아프리카 
미주(DS), 구주(DS), 
중국(DS), 동남아(DS), 일본(DS) 미주(DS), 구주(DS), 
중국(DS), 동남아(DS), 일본(DS)",17,1,[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf,/home/duck/PycharmProjects/semantic_pdf_search/data/pdfs/[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf
[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf_p18_c1,"3. 자본금 변동사항 
  
당사는 공시대상기간 중 자본금 변동사항이 없습니다. 
한편, 발행주식의 액면총액은 679,267백만원(보통주 596,978백만원, 우선주 82,289백만원
)으로, 납입자본금 897,514백만원과는 이익소각으로 인하여 상이합니다. 
  
(단위 : 원, 주) 
종류 구분 제55기말 
보통주 발행주식총수 5,969,782,550 
액면금액 100
자본금 596,978,255,000 
우선주 발행주식총수 822,886,700 
액면금액 100
자본금 82,288,670,000 
합계 자본금 679,266,925,000",18,1,[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf,/home/duck/PycharmProjects/semantic_pdf_search/data/pdfs/[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf
[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf_p19_c1,"4. 주식의 총수 등 
  
가. 주식의 총수 
 
2023년말 현재 당사가 발행한 기명식 보통주식(이하 ""보통주"") 및 무의결권 기명식 우선주식
(이하 ""우선주"")의 수는 각각 7,780,466,850주와 1,194,671,350주입니다. 당사는 2023년말
현재까지 보통주 1,810,684,300주와 우선주 371,784,650주를 이사회 결의에 의거 이익으로
소각한 바 있습니다. 2023년말 현재 유통주식수는 보통주 5,969,782,550주, 우선주
822,886,700주입니다. 
  
  (기준일 : 2023년 12월 31일 ) (단위 : 주) 
구  분 주식의 종류 
비고보통주 우선주 합계
Ⅰ. 발행할 주식의 총수 20,000,000,00 
05,000,000,000 25,000,000,00 
0-
Ⅱ. 현재까지 발행한 주식의 총수 7,780,466,850 1,194,671,350 8,975,138,200 -
Ⅲ. 현재까지 감소한 주식의 총수 1,810,684,300 371,784,650 2,182,468,950 -
1. 감자 - - - -
2. 이익소각 1,810,684,300 371,784,650 2,182,468,950 자사주소각 
3. 상환주식의 
상환- - - -
4. 기타 - - - -
Ⅳ. 발행주식의 총수 (Ⅱ-Ⅲ) 5,969,782,550 822,886,700 6,792,669,250 -
Ⅴ. 자기주식수 - - - -
Ⅵ. 유통주식수 (Ⅳ-Ⅴ) 5,969,782,550 822,886,700 6,792,669,250 -",19,1,[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf,/home/duck/PycharmProjects/semantic_pdf_search/data/pdfs/[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf
[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf_p20_c1,"나. 자기주식  
 
당사는 자기주식을 주주환원의 목적으로 2018년 중 모두 소각하였으며 
공시대상기간 중 자기주식의 취득 및 처분거래는 없습니다. 
  
(기준일 
:2023년 12월 
31일 ) (단위 : 주) 
취득방법 주식의 종 
류기초수량 변동 수량 
기말수량 비고취득(+) 처분(-) 소각(-) 
배당가 
능
이익
범위이 
내취득 직접
취득장내
직접 취 
득보통주 - - - - --
우선주 - - - - --
장외
직접 취 
득보통주 - - - - --
우선주 - - - - --
공개매 
수보통주 - - - - --
우선주 - - - - --
소계(A) 보통주 - - - - --
우선주 - - - - --
신탁
계약에 
의한
취득수탁자 
보유물 
량보통주 - - - - --
우선주 - - - - --
현물보 
유물량 보통주 - - - - --
우선주 - - - - --
소계(B) 보통주 - - - - --
우선주 - - - - --
기타 취득(C) 보통주 - - - - --
우선주 - - - - --
총 계(A+B+C) 보통주 - - - - --
우선주 - - - - --",20,1,[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf,/home/duck/PycharmProjects/semantic_pdf_search/data/pdfs/[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf
